0.5	0.580713
1.5	0.624159
2.5	0.656435
3.5	0.682406
4.5	0.707217
5.5	0.726294
6.5	0.74424
7.5	0.760772
8.5	0.77468
9.5	0.786672
10.5	0.798903
11.5	0.809147
12.5	0.819914
13.5	0.829305
14.5	0.835831
15.5	0.844703
16.5	0.850919
17.5	0.856648
18.5	0.86129
19.5	0.869181
20.5	0.873176
21.5	0.876614
22.5	0.880467
23.5	0.883186
24.5	0.889388
25.5	0.893196
26.5	0.89559
27.5	0.900555
28.5	0.903676
29.5	0.904888
30.5	0.905184
31.5	0.908929
32.5	0.910854
33.5	0.912815
34.5	0.916587
35.5	0.917968
36.5	0.918986
37.5	0.920516
38.5	0.922303
39.5	0.923392
40.5	0.92481
41.5	0.925523
42.5	0.925381
43.5	0.926054
44.5	0.928741
45.5	0.928878
46.5	0.929504
47.5	0.930347
48.5	0.929982
49.5	0.931849
50.5	0.933322
51.5	0.932696
52.5	0.934179
53.5	0.932406
54.5	0.934517
55.5	0.934337
56.5	0.933797
57.5	0.935431
58.5	0.935435
59.5	0.936817
60.5	0.938403
61.5	0.937609
62.5	0.937217
63.5	0.938023
64.5	0.937267
65.5	0.935945
66.5	0.938057
67.5	0.940324
68.5	0.939203
69.5	0.937436
70.5	0.939724
71.5	0.936882
72.5	0.93632
73.5	0.936818
74.5	0.936143
75.5	0.936488
76.5	0.936167
77.5	0.936576
78.5	0.93731
79.5	0.935825
80.5	0.935381
81.5	0.934442
82.5	0.934145
83.5	0.933341
84.5	0.93145
85.5	0.930881
86.5	0.930789
87.5	0.931715
88.5	0.929606
89.5	0.927556
90.5	0.925297
91.5	0.923092
92.5	0.920621
93.5	0.915848
94.5	0.910857
95.5	0.905915
96.5	0.901775
97.5	0.890345
98.5	0.87348
99.5	0.84113
