0.5	0.260813
1.5	0.321877
2.5	0.369437
3.5	0.408025
4.5	0.437677
5.5	0.471666
6.5	0.500287
7.5	0.528302
8.5	0.55291
9.5	0.573475
10.5	0.590781
11.5	0.611656
12.5	0.627896
13.5	0.642566
14.5	0.656231
15.5	0.671038
16.5	0.68735
17.5	0.701126
18.5	0.712053
19.5	0.722335
20.5	0.728996
21.5	0.740404
22.5	0.747115
23.5	0.75815
24.5	0.766362
25.5	0.775385
26.5	0.784229
27.5	0.789822
28.5	0.798349
29.5	0.802053
30.5	0.806271
31.5	0.814333
32.5	0.819776
33.5	0.825044
34.5	0.830064
35.5	0.833073
36.5	0.83726
37.5	0.841189
38.5	0.845628
39.5	0.846753
40.5	0.852072
41.5	0.856583
42.5	0.859748
43.5	0.863696
44.5	0.864974
45.5	0.871712
46.5	0.872388
47.5	0.872879
48.5	0.875621
49.5	0.877646
50.5	0.879028
51.5	0.880051
52.5	0.88129
53.5	0.881821
54.5	0.883699
55.5	0.880919
56.5	0.883215
57.5	0.882174
58.5	0.885782
59.5	0.888221
60.5	0.888799
61.5	0.888205
62.5	0.889276
63.5	0.891544
64.5	0.888981
65.5	0.888951
66.5	0.888566
67.5	0.888534
68.5	0.886543
69.5	0.886762
70.5	0.886761
71.5	0.884266
72.5	0.886286
73.5	0.885945
74.5	0.884926
75.5	0.886304
76.5	0.885474
77.5	0.881642
78.5	0.882105
79.5	0.880676
80.5	0.882573
81.5	0.882158
82.5	0.880007
83.5	0.878744
84.5	0.877256
85.5	0.87246
86.5	0.868295
87.5	0.862338
88.5	0.860787
89.5	0.858045
90.5	0.85342
91.5	0.849055
92.5	0.840248
93.5	0.834499
94.5	0.82339
95.5	0.810986
96.5	0.797877
97.5	0.784829
98.5	0.760324
99.5	0.707409
