0.5	0.738031
1.5	0.766503
2.5	0.786179
3.5	0.803627
4.5	0.820804
5.5	0.831703
6.5	0.843385
7.5	0.85503
8.5	0.865742
9.5	0.874561
10.5	0.880628
11.5	0.887121
12.5	0.891767
13.5	0.897382
14.5	0.902389
15.5	0.908528
16.5	0.911491
17.5	0.915193
18.5	0.919327
19.5	0.921278
20.5	0.923785
21.5	0.925157
22.5	0.929615
23.5	0.931143
24.5	0.933273
25.5	0.932891
26.5	0.935441
27.5	0.93802
28.5	0.939456
29.5	0.940854
30.5	0.941357
31.5	0.941157
32.5	0.944024
33.5	0.944788
34.5	0.945295
35.5	0.945531
36.5	0.945202
37.5	0.9477
38.5	0.94857
39.5	0.94909
40.5	0.950606
41.5	0.951269
42.5	0.952458
43.5	0.951848
44.5	0.953484
45.5	0.953844
46.5	0.955479
47.5	0.955559
48.5	0.956049
49.5	0.956464
50.5	0.956973
51.5	0.95547
52.5	0.955849
53.5	0.957094
54.5	0.957392
55.5	0.957625
56.5	0.957263
57.5	0.959062
58.5	0.95952
59.5	0.959928
60.5	0.959314
61.5	0.958957
62.5	0.958649
63.5	0.958707
64.5	0.958002
65.5	0.959432
66.5	0.960662
67.5	0.960134
68.5	0.95864
69.5	0.957907
70.5	0.958741
71.5	0.960222
72.5	0.959074
73.5	0.958517
74.5	0.959399
75.5	0.958466
76.5	0.958461
77.5	0.958408
78.5	0.95858
79.5	0.958534
80.5	0.959541
81.5	0.95881
82.5	0.959163
83.5	0.959226
84.5	0.95841
85.5	0.956968
86.5	0.95644
87.5	0.955946
88.5	0.955513
89.5	0.954296
90.5	0.952446
91.5	0.95043
92.5	0.950247
93.5	0.946525
94.5	0.944014
95.5	0.942422
96.5	0.936237
97.5	0.931737
98.5	0.922915
99.5	0.904568
