0.5	0.62443
1.5	0.668072
2.5	0.702021
3.5	0.729336
4.5	0.750906
5.5	0.771983
6.5	0.790447
7.5	0.803773
8.5	0.81717
9.5	0.826513
10.5	0.837481
11.5	0.847357
12.5	0.854678
13.5	0.863026
14.5	0.868581
15.5	0.875236
16.5	0.880944
17.5	0.888184
18.5	0.89264
19.5	0.896663
20.5	0.898368
21.5	0.901021
22.5	0.905808
23.5	0.910423
24.5	0.913636
25.5	0.916976
26.5	0.91911
27.5	0.921588
28.5	0.924169
29.5	0.924785
30.5	0.924892
31.5	0.92788
32.5	0.930786
33.5	0.931875
34.5	0.931418
35.5	0.933167
36.5	0.935324
37.5	0.935939
38.5	0.93725
39.5	0.938965
40.5	0.939955
41.5	0.940669
42.5	0.940533
43.5	0.939156
44.5	0.939363
45.5	0.942097
46.5	0.941423
47.5	0.941567
48.5	0.943362
49.5	0.943406
50.5	0.944087
51.5	0.944421
52.5	0.943858
53.5	0.94649
54.5	0.94802
55.5	0.947567
56.5	0.947373
57.5	0.949265
58.5	0.949797
59.5	0.94909
60.5	0.948411
61.5	0.949031
62.5	0.949816
63.5	0.949369
64.5	0.949426
65.5	0.949102
66.5	0.947801
67.5	0.94684
68.5	0.946873
69.5	0.947464
70.5	0.948433
71.5	0.94895
72.5	0.947154
73.5	0.945985
74.5	0.945302
75.5	0.945363
76.5	0.944407
77.5	0.943705
78.5	0.944638
79.5	0.943201
80.5	0.94144
81.5	0.940603
82.5	0.939714
83.5	0.93934
84.5	0.939509
85.5	0.937686
86.5	0.93658
87.5	0.936835
88.5	0.93499
89.5	0.934311
90.5	0.931605
91.5	0.930056
92.5	0.929785
93.5	0.926961
94.5	0.924302
95.5	0.918485
96.5	0.911283
97.5	0.900105
98.5	0.882415
99.5	0.850601
