Gene_name NCBI_gene_ID Gene_type
PNMA8C 110806277 protein_coding
TP53AIP1 63970 protein_coding
FXYD3 5349 protein_coding
MDK 4192 protein_coding
MRPS7 51081 protein_coding
RCHY1 25898 protein_coding
ACAD9 28976 protein_coding
SLC25A19 60386 protein_coding
GPR35 2859 protein_coding
WDR74 54663 protein_coding
AQP12B 653437 protein_coding
AQP12A 375318 protein_coding
OLFM2 93145 protein_coding
PTPRQ 374462 protein_coding
AGXT 189 protein_coding
RHBG 57127 protein_coding
DEUP1 159989 protein_coding
GRB2 2885 protein_coding
MAB21L4 79919 protein_coding
OTOGL 283310 protein_coding
IGLON5 402665 protein_coding
C19orf85 111064650 protein_coding
SHC2 25759 protein_coding
CROCC2 728763 protein_coding
MEX3A 92312 protein_coding
C4orf54 285556 protein_coding
MARK2 2011 protein_coding
UGT2B17 7367 protein_coding
CYP4X1 260293 protein_coding
NUDT19 390916 protein_coding
THSD8 111644133 protein_coding
CYP4Z1 199974 protein_coding
MEX3D 399664 protein_coding
C17orf75 64149 protein_coding
GPATCH11 253635 protein_coding
VSIG10L 147645 protein_coding
KCNJ8 3764 protein_coding
CYP4A22 284541 protein_coding
TACC3 10460 protein_coding
DPF1 8193 protein_coding
OAS1 4938 protein_coding
GP9 2815 protein_coding
RAB43 339122 protein_coding
WNT10A 80326 protein_coding
PDZK1IP1 10158 protein_coding
CDK5R2 8941 protein_coding
ISY1-RAB43 100534599 protein_coding
TAL1 6886 protein_coding
FEV 54738 protein_coding
CRYBA2 1412 protein_coding
ISY1 57461 protein_coding
FOXE3 2301 protein_coding
RPL19 6143 protein_coding
NCF2 4688 protein_coding
LRRC66 339977 protein_coding
CFAP65 255101 protein_coding
ODAM 54959 protein_coding
CD55 1604 protein_coding
SACM1L 22908 protein_coding
PPM1N 147699 protein_coding
PHB 5245 protein_coding
CERS1 10715 protein_coding
DDX60L 91351 protein_coding
OAS3 4940 protein_coding
ERFL 390937 protein_coding
CGB8 94115 protein_coding
IHH 3549 protein_coding
ZNF415 55786 protein_coding
SLC23A3 151295 protein_coding
SPNS2 124976 protein_coding
SLC6A20 54716 protein_coding
CXCL13 10563 protein_coding
DIO1 1733 protein_coding
KCNA7 3743 protein_coding
TRIML2 205860 protein_coding
UNC13A 23025 protein_coding
CNPPD1 27013 protein_coding
MYBBP1A 10514 protein_coding
OAS2 4939 protein_coding
NSG1 27065 protein_coding
TM7SF2 7108 protein_coding
FYCO1 79443 protein_coding
RETREG2 79137 protein_coding
VHLL 391104 protein_coding
LRRC52 440699 protein_coding
PKP1 5317 protein_coding
C12orf43 64897 protein_coding
CYP4F11 57834 protein_coding
ADD1 118 protein_coding
GGT6 124975 protein_coding
ZFAND2B 130617 protein_coding
CXCR6 10663 protein_coding
VN1R1 57191 protein_coding
SMTNL2 342527 protein_coding
ANGPTL6 83854 protein_coding
PROS1 5627 protein_coding
IGSF3 3321 protein_coding
ALOX15 246 protein_coding
LMTK3 114783 protein_coding
OASL 8638 protein_coding
MBD3L4 653656 protein_coding
CGB3 1082 protein_coding
PELP1 27043 protein_coding
HRNR 388697 protein_coding
KDM1A 23028 protein_coding
MIER2 54531 protein_coding
MRGPRX3 117195 protein_coding
OR5AN1 390195 protein_coding
OR10D3 26497 protein_coding
ZNF266 10781 protein_coding
ABCB6 10058 protein_coding
OR51L1 119682 protein_coding
OR8D4 338662 protein_coding
OR4S2 219431 protein_coding
SRSF8 10929 protein_coding
OR8H2 390151 protein_coding
OR4D9 390199 protein_coding
ANO6 196527 protein_coding
PSMC3 5702 protein_coding
ARRB2 409 protein_coding
RNF225 646862 protein_coding
STX19 415117 protein_coding
GLUL 2752 protein_coding
DHFR2 200895 protein_coding
SMARCA4 6597 protein_coding
NSUN3 63899 protein_coding
ARL13B 200894 protein_coding
ATG9A 79065 protein_coding
PRKG2 5593 protein_coding
SHC1 6464 protein_coding
ADGRL3 23284 protein_coding
ASCL2 430 protein_coding
TMEM262 100130348 protein_coding
TCTN2 79867 protein_coding
OR52N5 390075 protein_coding
OR56A4 120793 protein_coding
MED11 400569 protein_coding
OR52A5 390054 protein_coding
OR8D1 283159 protein_coding
OR5B3 441608 protein_coding
CXCL16 58191 protein_coding
MAP6 4135 protein_coding
VIPR1 7433 protein_coding
ZMYND15 84225 protein_coding
OR52A1 23538 protein_coding
OR5A2 219981 protein_coding
OR10G7 390265 protein_coding
OR52N1 79473 protein_coding
OR5B2 390190 protein_coding
OR5M3 219482 protein_coding
OR8B8 26493 protein_coding
ARPC3 10094 protein_coding
STARD10 10809 protein_coding
TM4SF5 9032 protein_coding
ANKZF1 55139 protein_coding
VMO1 284013 protein_coding
GLTPD2 388323 protein_coding
PSMB6 5694 protein_coding
GPN3 51184 protein_coding
 C17orf114 protein_coding
PLD2 5338 protein_coding
KIF25 3834 protein_coding
METTL11B 149281 protein_coding
ELAVL4 1996 protein_coding
ZSCAN31 64288 protein_coding
FAM216A 29902 protein_coding
GLB1L 79411 protein_coding
SEC22C 9117 protein_coding
CASP4 837 protein_coding
VPS29 51699 protein_coding
METTL24 728464 protein_coding
MAP7 9053 protein_coding
RAD9B 144715 protein_coding
COA6 388753 protein_coding
CASP5 838 protein_coding
MINK1 50488 protein_coding
CORT 1325 protein_coding
STK16 8576 protein_coding
AHCTF1 25909 protein_coding
SS18L2 51188 protein_coding
C4orf47 441054 protein_coding
NKTR 4820 protein_coding
SGMS2 166929 protein_coding
CASP1 834 protein_coding
CNOT6L 246175 protein_coding
TUBA4B 80086 protein_coding
PTPRN 5798 protein_coding
PPTC7 160760 protein_coding
HVCN1 84329 protein_coding
CCDC158 339965 protein_coding
KLHL40 131377 protein_coding
P3R3URF 110117498 protein_coding
FRRS1 391059 protein_coding
PPP1CC 5501 protein_coding
IL20RA 53832 protein_coding
HHATL 57467 protein_coding
LRRC7 57554 protein_coding
SGK1 6446 protein_coding
CCDC13 152206 protein_coding
TCTN1 79600 protein_coding
CHRNE 1145 protein_coding
SCGB2B2 284402 protein_coding
C19orf12 83636 protein_coding
C17orf107 100130311 protein_coding
GP1BA 2811 protein_coding
IRGQ 126298 protein_coding
HIGD1A 25994 protein_coding
RESP18 389075 protein_coding
NAGLU 4669 protein_coding
ZNF738 148203 protein_coding
F13B 2165 protein_coding
NHEJ1 79840 protein_coding
CGB7 94027 protein_coding
SLC1A6 6511 protein_coding
LEPR 3953 protein_coding
ACKR2 1238 protein_coding
HSD17B1 3292 protein_coding
CYP8B1 1582 protein_coding
ZBTB47 92999 protein_coding
ECRG4 84417 protein_coding
COASY 80347 protein_coding
UXS1 80146 protein_coding
IQCF1 132141 protein_coding
IQCF3 401067 protein_coding
IQCF2 389123 protein_coding
MYO9B 4650 protein_coding
PSMC3IP 29893 protein_coding
IQCF5 389124 protein_coding
PBX1 5087 protein_coding
PARP3 10039 protein_coding
TATDN2 9797 protein_coding
CCDC74B 91409 protein_coding
PSMD4 5710 protein_coding
TUBA1A 7846 protein_coding
POM121L2 94026 protein_coding
RETREG3 162427 protein_coding
TUBA1C 84790 protein_coding
DST 667 protein_coding
SIGLEC5 8778 protein_coding
MZT2B 80097 protein_coding
TAGLN2 8407 protein_coding
PRPH 5630 protein_coding
ZSCAN5A 79149 protein_coding
TUBG2 27175 protein_coding
TUBA3E 112714 protein_coding
PEA15 8682 protein_coding
PLEKHH3 79990 protein_coding
DUSP28 285193 protein_coding
CD84 8832 protein_coding
DPY30 84661 protein_coding
KCTD15 79047 protein_coding
TROAP 10024 protein_coding
H6PD 9563 protein_coding
SLC30A6 55676 protein_coding
FOXD2 2306 protein_coding
RBM8A 9939 protein_coding
ZNF567 163081 protein_coding
NPEPPS 9520 protein_coding
ZNF582 147948 protein_coding
DDOST 1650 protein_coding
NLRC4 58484 protein_coding
ZNF439 90594 protein_coding
NBL1 4681 protein_coding
NBL1 100532736 protein_coding
SCN10A 6336 protein_coding
SCN1A 6323 protein_coding
C1QL4 338761 protein_coding
DNAJC22 79962 protein_coding
PRG4 10216 protein_coding
PLBD2 196463 protein_coding
CAPN7 23473 protein_coding
ZFP30 22835 protein_coding
VPS72 6944 protein_coding
SDS 10993 protein_coding
ZNF559-ZNF177 7730 protein_coding
ZNF559-ZNF177 100529215 protein_coding
SDSL 113675 protein_coding
ST3GAL3 6487 protein_coding
C19orf47 126526 protein_coding
LHX5 64211 protein_coding
SH3BP5 9467 protein_coding
SLC8B1 80024 protein_coding
HMBS 3145 protein_coding
NRXN1 9378 protein_coding
TNRC6C 57690 protein_coding
RAB5B 5869 protein_coding
METTL6 131965 protein_coding
ZNF226 7769 protein_coding
TMC6 11322 protein_coding
EAF1 85403 protein_coding
SUOX 6821 protein_coding
COLQ 8292 protein_coding
ZNF841 284371 protein_coding
KLK12 43849 protein_coding
IKZF4 64375 protein_coding
ZNF544 27300 protein_coding
TMC8 147138 protein_coding
HACL1 26061 protein_coding
RPS26 6231 protein_coding
ZNF233 353355 protein_coding
SLC38A11 151258 protein_coding
ZNF534 147658 protein_coding
PA2G4 5036 protein_coding
C17orf99 100141515 protein_coding
H2AX 3014 protein_coding
C2CD2L 9854 protein_coding
ZNF836 162962 protein_coding
TK1 7083 protein_coding
TNPO2 30000 protein_coding
SCN3A 6328 protein_coding
AFMID 125061 protein_coding
RPL41 6171 protein_coding
ESYT1 23344 protein_coding
HINFP 25988 protein_coding
BIRC5 332 protein_coding
SYNE1 23345 protein_coding
ABCG4 64137 protein_coding
BTD 686 protein_coding
GATAD2A 54815 protein_coding
ZC3H10 84872 protein_coding
TMEM235 283999 protein_coding
NLRX1 79671 protein_coding
MYL6B 140465 protein_coding
ZNF320 162967 protein_coding
KRBA2 124751 protein_coding
FBXO36 130888 protein_coding
SEMA3B 7869 protein_coding
CAVIN1 284119 protein_coding
SLC16A14 151473 protein_coding
SIGLECL1 284369 protein_coding
STAT3 6774 protein_coding
 SCYGR2 protein_coding
MYL6 4637 protein_coding
 SCYGR3 protein_coding
ZNF761 388561 protein_coding
ZNF761 110116772 protein_coding
 SCYGR4 protein_coding
NRTN 4902 protein_coding
 SCYGR5 protein_coding
SLC19A3 80704 protein_coding
ZNF383 163087 protein_coding
ZNF224 7767 protein_coding
PDZD3 79849 protein_coding
 SCYGR6 protein_coding
ZNF551 90233 protein_coding
 SCYGR7 protein_coding
 SCYGR8 protein_coding
LSMEM2 132228 protein_coding
CCL20 6364 protein_coding
ZNF154 7710 protein_coding
ZNF671 79891 protein_coding
HYAL3 8372 protein_coding
ZNF776 284309 protein_coding
DAW1 164781 protein_coding
ZSCAN4 201516 protein_coding
NAA80 24142 protein_coding
CCDC153 283152 protein_coding
SMARCC2 6601 protein_coding
MANEA 79694 protein_coding
CBL 867 protein_coding
GLI2 2736 protein_coding
MRPS22 56945 protein_coding
ZNF888 388559 protein_coding
NT5E 4907 protein_coding
ZNF816-ZNF321P 100529240 protein_coding
ZNF816 125893 protein_coding
SP140 11262 protein_coding
MCAM 4162 protein_coding
ZNF347 84671 protein_coding
ZNF665 79788 protein_coding
DNAJB11 51726 protein_coding
ZNF677 342926 protein_coding
NMBR 4829 protein_coding
PGBD1 84547 protein_coding
VN1R2 317701 protein_coding
VN1R4 317703 protein_coding
TSEN2 80746 protein_coding
ZNF160 90338 protein_coding
GRK2 156 protein_coding
PLXNB1 5364 protein_coding
RNF41 10193 protein_coding
ANKRD13D 338692 protein_coding
ZEB2 9839 protein_coding
NABP2 79035 protein_coding
MMS22L 253714 protein_coding
SSH3 54961 protein_coding
KCNH4 23415 protein_coding
SLC39A5 283375 protein_coding
HCRT 3060 protein_coding
GHDC 84514 protein_coding
BTN1A1 696 protein_coding
ANKRD52 283373 protein_coding
AK9 221264 protein_coding
CCDC51 79714 protein_coding
STAT5B 6777 protein_coding
RAD9A 5883 protein_coding
COQ10A 93058 protein_coding
TMA7 51372 protein_coding
TREX1 11277 protein_coding
H3C6 8353 protein_coding
TAAR1 134864 protein_coding
PFKFB4 5210 protein_coding
CS 1431 protein_coding
PITPNM1 9600 protein_coding
PTP4A1 7803 protein_coding
ZNF207 7756 protein_coding
TIAM2 26230 protein_coding
DYTN 391475 protein_coding
LPIN1 23175 protein_coding
CDK2AP2 10263 protein_coding
CABP2 51475 protein_coding
SLC47A2 146802 protein_coding
SLC1A7 6512 protein_coding
GSTP1 2950 protein_coding
UCN2 90226 protein_coding
UQCRC1 7384 protein_coding
NDUFV1 4723 protein_coding
CASP8 841 protein_coding
CNPY2 10330 protein_coding
ZNF692 55657 protein_coding
ZSCAN12 9753 protein_coding
DHRS7C 201140 protein_coding
MEI4 101928601 protein_coding
TMEM181 57583 protein_coding
TMEM89 440955 protein_coding
TVP23C 201158 protein_coding
SLC26A6 65010 protein_coding
ZNF184 7738 protein_coding
GPR6 2830 protein_coding
USP49 25862 protein_coding
PAN2 9924 protein_coding
UFL1 23376 protein_coding
FHL5 9457 protein_coding
CLUH 23277 protein_coding
INTS11 54973 protein_coding
NUDT8 254552 protein_coding
ACY3 91703 protein_coding
PRPF40A 55660 protein_coding
ALDH3B2 222 protein_coding
FOLR3 2352 protein_coding
FOXO3B 2310 protein_coding
IL23A 51561 protein_coding
MIF4GD 57409 protein_coding
SLC22A6 9356 protein_coding
CELSR3 1951 protein_coding
ARL6IP6 151188 protein_coding
STAT2 6773 protein_coding
BAHCC1 57597 protein_coding
CLHC1 130162 protein_coding
SLC22A8 9376 protein_coding
CCDC144A 9720 protein_coding
NCKIPSD 51517 protein_coding
MTIF2 4528 protein_coding
SLC22A24 283238 protein_coding
SLC22A25 387601 protein_coding
APOF 319 protein_coding
SLCO1B1 10599 protein_coding
C17orf58 284018 protein_coding
IP6K2 51447 protein_coding
SLC22A10 387775 protein_coding
KRT32 3882 protein_coding
SOCS3 9021 protein_coding
TRIP12 9320 protein_coding
SLC22A9 114571 protein_coding
IAPP 3375 protein_coding
ERBB2 2064 protein_coding
PYROXD1 79912 protein_coding
TRIM5 85363 protein_coding
RECQL 5965 protein_coding
COL7A1 1294 protein_coding
GOLT1B 51026 protein_coding
HPX 3263 protein_coding
SYNGR2 9144 protein_coding
SPX 80763 protein_coding
FGGY 55277 protein_coding
YARS2 51067 protein_coding
BCAS3 54828 protein_coding
TRIM3 10612 protein_coding
CACNB3 784 protein_coding
ARFIP2 23647 protein_coding
DISC1 27185 protein_coding
MDH1 4190 protein_coding
DDX23 9416 protein_coding
TIMM10B 26515 protein_coding
MKRN2 23609 protein_coding
NAT8 9027 protein_coding
ZMAT3 64393 protein_coding
DNHD1 144132 protein_coding
TPRKB 51002 protein_coding
RND1 27289 protein_coding
PIK3CA 5290 protein_coding
SLFN12 55106 protein_coding
ADCY6 112 protein_coding
TAOK1 57551 protein_coding
DUSP11 8446 protein_coding
MPHOSPH9 10198 protein_coding
C2orf78 388960 protein_coding
ABI2 10152 protein_coding
TPP1 1200 protein_coding
TEX14 56155 protein_coding
ARPC4 10093 protein_coding
PIGX 54965 protein_coding
CDK2AP1 8099 protein_coding
GORASP1 64689 protein_coding
SBNO1 55206 protein_coding
MYO18A 399687 protein_coding
EIF2B4 8890 protein_coding
C12orf65 91574 protein_coding
TXNRD3 114112 protein_coding
DHX37 57647 protein_coding
OR10A4 283297 protein_coding
FADS2 9415 protein_coding
HTR1F 3355 protein_coding
ABHD14B 84836 protein_coding
BRI3BP 140707 protein_coding
AACS 65985 protein_coding
SNX17 9784 protein_coding
OSBPL10 114884 protein_coding
TRMT112 51504 protein_coding
CREBZF 58487 protein_coding
OR4D10 390197 protein_coding
NCR3LG1 374383 protein_coding
HTR3B 9177 protein_coding
TLR9 54106 protein_coding
ZNF513 130557 protein_coding
GLT8D1 55830 protein_coding
SLC30A10 55532 protein_coding
PPM1G 5496 protein_coding
PLA2G2F 64600 protein_coding
MFSD2A 84879 protein_coding
ZBTB16 7704 protein_coding
GRIN2B 2904 protein_coding
ASIC2 40 protein_coding
NRBP1 29959 protein_coding
NUCB2 4925 protein_coding
MLX 6945 protein_coding
KRAS 3845 protein_coding
RFC4 5984 protein_coding
LLPH 84298 protein_coding
UBE2J2 118424 protein_coding
TMBIM4 51643 protein_coding
GAS7 8522 protein_coding
USH1C 10083 protein_coding
KRTCAP3 200634 protein_coding
C3orf80 401097 protein_coding
OR5K1 26339 protein_coding
OGG1 4968 protein_coding
FNDC4 64838 protein_coding
OLFM3 118427 protein_coding
GCKR 2646 protein_coding
IRAK3 11213 protein_coding
IFT172 26160 protein_coding
STAC 6769 protein_coding
OTOG 340990 protein_coding
HELB 92797 protein_coding
DCST1 149095 protein_coding
SPECC1 92521 protein_coding
GRIP1 23426 protein_coding
TMEM207 131920 protein_coding
DPM3 54344 protein_coding
PLSCR5 389158 protein_coding
RHOC 389 protein_coding
OLFML1 283298 protein_coding
OXTR 5021 protein_coding
PPFIBP2 8495 protein_coding
NR1I2 8856 protein_coding
FMNL1 752 protein_coding
KNG1 3827 protein_coding
RXFP4 339403 protein_coding
CATSPER4 378807 protein_coding
SHISA4 149345 protein_coding
GRHL3 57822 protein_coding
SLC11A2 4891 protein_coding
PHF7 51533 protein_coding
SPATA32 124783 protein_coding
MAP3K14 9020 protein_coding
GBP6 163351 protein_coding
NPPA 4878 protein_coding
NPPB 4879 protein_coding
SEMA3G 56920 protein_coding
KRT222 125113 protein_coding
KIAA2013 90231 protein_coding
CYB5R2 51700 protein_coding
TNNC1 7134 protein_coding
PLOD1 5351 protein_coding
KRT24 192666 protein_coding
NIFK 84365 protein_coding
NISCH 11188 protein_coding
KRT25 147183 protein_coding
KRT26 353288 protein_coding
TSN 7247 protein_coding
KRT27 342574 protein_coding
KRT28 162605 protein_coding
KRT10 3858 protein_coding
BUD13 84811 protein_coding
RDH16 8608 protein_coding
DNAJC14 85406 protein_coding
DNAH1 25981 protein_coding
ACVR2A 92 protein_coding
ZPR1 8882 protein_coding
ACTR6 64431 protein_coding
MIIP 60672 protein_coding
TNFRSF8 943 protein_coding
ORC4 5000 protein_coding
CLIP1 6249 protein_coding
CSHL1 1444 protein_coding
APOA5 116519 protein_coding
PTPN23 25930 protein_coding
GH1 2688 protein_coding
APOA4 337 protein_coding
RBBP4 5928 protein_coding
APOC3 345 protein_coding
MBD5 55777 protein_coding
APOA1 335 protein_coding
CD79B 974 protein_coding
SCAP 22937 protein_coding
SIK3 23387 protein_coding
SCN4A 6329 protein_coding
RGPD5 84220 protein_coding
PRR29 92340 protein_coding
SYNC 81493 protein_coding
ST8SIA1 6489 protein_coding
ELP6 54859 protein_coding
KIAA1522 57648 protein_coding
ICAM2 3384 protein_coding
ZNF140 7699 protein_coding
S100PBP 64766 protein_coding
LIMS3 96626 protein_coding
ERN1 2081 protein_coding
CSPG5 10675 protein_coding
CLEC2B 9976 protein_coding
FNDC5 252995 protein_coding
NUAK1 9891 protein_coding
HPCA 3208 protein_coding
SHOX2 6474 protein_coding
TBC1D15 64786 protein_coding
TEX2 55852 protein_coding
OR56A3 390083 protein_coding
TMEM54 113452 protein_coding
OR51M1 390059 protein_coding
MALL 7851 protein_coding
OR51I2 390064 protein_coding
BSCL2 26580 protein_coding
MLF1 4291 protein_coding
CLCC1 23155 protein_coding
UFC1 51506 protein_coding
NPHP1 4867 protein_coding
OR52K2 119774 protein_coding
OR52K1 390036 protein_coding
OR1S2 219958 protein_coding
USP21 27005 protein_coding
CCDC87 55231 protein_coding
CCS 9973 protein_coding
H1-7 341567 protein_coding
ZDHHC17 23390 protein_coding
RBM14 10432 protein_coding
PPOX 5498 protein_coding
RSRC1 51319 protein_coding
RBM14-RBM4 100526737 protein_coding
RBM4 5936 protein_coding
HOXC5 3222 protein_coding
SIRT4 23409 protein_coding
RBM4B 83759 protein_coding
OR2AP1 121129 protein_coding
OR6C2 341416 protein_coding
CLEC4A 50856 protein_coding
B4GALT3 8703 protein_coding
ARHGAP32 9743 protein_coding
NPHP3 27031 protein_coding
SLC16A3 9123 protein_coding
PHLDA1 22822 protein_coding
GLT8D2 83468 protein_coding
ADAMTS4 9507 protein_coding
LIN7A 8825 protein_coding
FCER1G 2207 protein_coding
HDAC4 9759 protein_coding
APOA2 336 protein_coding
C12orf71 728858 protein_coding
DHX30 22907 protein_coding
FIGNL2 401720 protein_coding
MPP2 4355 protein_coding
PXN 5829 protein_coding
TOMM40L 84134 protein_coding
ANO5 203859 protein_coding
ANO5 102723370 protein_coding
NR1I3 9970 protein_coding
CDC25A 993 protein_coding
LCLAT1 253558 protein_coding
KLRC2 3822 protein_coding
CAMP 820 protein_coding
OR52M1 119772 protein_coding
OR5M1 390168 protein_coding
ZNF589 51385 protein_coding
OR51F2 119694 protein_coding
OR51F1 256892 protein_coding
OR1S1 219959 protein_coding
OR8K3 219473 protein_coding
OR8B3 390271 protein_coding
OR8B2 26595 protein_coding
OR10A2 341276 protein_coding
OR5A1 219982 protein_coding
OR51G2 81282 protein_coding
ZNF891 101060200 protein_coding
OR51A7 119687 protein_coding
OR52E4 390081 protein_coding
NME6 10201 protein_coding
LMBR1L 55716 protein_coding
KCNJ11 3767 protein_coding
OR4C6 219432 protein_coding
OR6A2 8590 protein_coding
OR51D1 390038 protein_coding
OR51E1 143503 protein_coding
OR2AG2 338755 protein_coding
OR10S1 219873 protein_coding
OR10G8 219869 protein_coding
PPY 5539 protein_coding
AIP 9049 protein_coding
WDSUB1 151525 protein_coding
OR51A4 401666 protein_coding
PYY 5697 protein_coding
DHCR7 1717 protein_coding
SPINK8 646424 protein_coding
NAGS 162417 protein_coding
FBXW12 285231 protein_coding
EHBP1 23301 protein_coding
TMEM101 84336 protein_coding
RILPL2 196383 protein_coding
ATRIP 84126 protein_coding
LSM12 124801 protein_coding
RPL6 6128 protein_coding
G6PC3 92579 protein_coding
NADSYN1 55191 protein_coding
HROB 78995 protein_coding
CCNYL1 151195 protein_coding
ASB16 92591 protein_coding
PLEKHA5 54477 protein_coding
PRKAR2A 5576 protein_coding
SCN7A 6332 protein_coding
TMUB2 79089 protein_coding
UBTF 7343 protein_coding
PLXNA1 5361 protein_coding
KRTAP5-7 440050 protein_coding
KRTAP5-8 57830 protein_coding
KRTAP5-9 3846 protein_coding
KRTAP5-10 387273 protein_coding
KRTAP5-11 440051 protein_coding
ACTR2 10097 protein_coding
PCP4L1 654790 protein_coding
CFAP126 257177 protein_coding
GJA5 2702 protein_coding
GJA8 2703 protein_coding
VRK2 7444 protein_coding
GPR89B 51463 protein_coding
PLS1 5357 protein_coding
WNK1 65125 protein_coding
TRPC1 7220 protein_coding
PCOLCE2 26577 protein_coding
SIPA1L2 57568 protein_coding
OR8J3 81168 protein_coding
STON1 11037 protein_coding
ERMN 57471 protein_coding
ABCC8 6833 protein_coding
MFN2 9927 protein_coding
PAQR9 344838 protein_coding
BOLL 66037 protein_coding
SATB1 6304 protein_coding
DNM1L 10059 protein_coding
CERS6 253782 protein_coding
UBA5 79876 protein_coding
CD8A 925 protein_coding
ARHGDIA 396 protein_coding
ITGB1BP1 9270 protein_coding
TMCO2 127391 protein_coding
ZMPSTE24 10269 protein_coding
COL9A2 1298 protein_coding
ALYREF 10189 protein_coding
IL17RC 84818 protein_coding
ANAPC11 51529 protein_coding
UBE2F 140739 protein_coding
SMAP2 64744 protein_coding
ZFP69B 65243 protein_coding
MPZ 4359 protein_coding
NPB 256933 protein_coding
MTFR1L 56181 protein_coding
PCYT2 5833 protein_coding
TBC1D30 23329 protein_coding
MTMR14 64419 protein_coding
NR2C1 7181 protein_coding
AUNIP 79000 protein_coding
PAQR7 164091 protein_coding
STMN1 3925 protein_coding
RNF220 55182 protein_coding
NDUFA12 55967 protein_coding
RNF10 9921 protein_coding
OR5H1 26341 protein_coding
OR5H14 403273 protein_coding
TMEM53 79639 protein_coding
AAMP 14 protein_coding
OR5H15 403274 protein_coding
OR5H6 79295 protein_coding
SIRT7 51547 protein_coding
ARMH1 339541 protein_coding
BRPF1 7862 protein_coding
WNT11 7481 protein_coding
KIF2C 11004 protein_coding
MFSD2B 388931 protein_coding
MAFG 4097 protein_coding
THAP12 5612 protein_coding
SLC25A3 5250 protein_coding
DYNC1I2 1781 protein_coding
PYCR1 5831 protein_coding
GVQW3 100506127 protein_coding
LARS2 23395 protein_coding
EMSY 56946 protein_coding
RPS8 6202 protein_coding
BEST4 266675 protein_coding
APAF1 317 protein_coding
PLK3 1263 protein_coding
LIMD1 8994 protein_coding
CCR9 10803 protein_coding
BTBD19 149478 protein_coding
CCR1 1230 protein_coding
PTCH2 8643 protein_coding
CCR2 729230 protein_coding
CCR5 1234 protein_coding
CCRL2 9034 protein_coding
EIF2B3 8891 protein_coding
FAM240A 100132146 protein_coding
ATM 472 protein_coding
MYADML2 255275 protein_coding
NOTUM 147111 protein_coding
LZTFL1 54585 protein_coding
HECTD3 79654 protein_coding
ACTG1 71 protein_coding
UROD 7389 protein_coding
MTA3 57504 protein_coding
XCR1 2829 protein_coding
CCR3 1232 protein_coding
CCR3 105377067 protein_coding
LTF 4057 protein_coding
NOL9 79707 protein_coding
TAS1R1 80835 protein_coding
ZBTB48 3104 protein_coding
CTNND1 1500 protein_coding
P4HB 5034 protein_coding
IDH1 3417 protein_coding
LRRC8C 84230 protein_coding
EPHA8 2046 protein_coding
RTP3 83597 protein_coding
LRRC2 79442 protein_coding
C1QA 712 protein_coding
C1QC 714 protein_coding
CREBL2 1389 protein_coding
C1QB 713 protein_coding
GPR19 2842 protein_coding
ATP6V0A1 535 protein_coding
HEATR1 55127 protein_coding
PID1 55022 protein_coding
APOLD1 81575 protein_coding
SERPINE2 5270 protein_coding
CRELD1 78987 protein_coding
DDX47 51202 protein_coding
BABAM2 9577 protein_coding
HNF1A 6927 protein_coding
MT1HL1 645745 protein_coding
STX12 23673 protein_coding
EIPR1 7260 protein_coding
PPP1R8 5511 protein_coding
THEMIS2 9473 protein_coding
UNC50 25972 protein_coding
MYO3B 140469 protein_coding
RPA2 6118 protein_coding
TUBG1 7283 protein_coding
ATP2A2 488 protein_coding
CCR10 2826 protein_coding
CNTNAP1 8506 protein_coding
MFAP2 4237 protein_coding
EZH1 2145 protein_coding
ATP13A2 23400 protein_coding
PPARG 5468 protein_coding
PYM1 84305 protein_coding
PMEL 6490 protein_coding
AMER3 205147 protein_coding
SDHB 6390 protein_coding
SPAST 6683 protein_coding
PADI2 11240 protein_coding
RAMP2 10266 protein_coding
VPS25 84313 protein_coding
CDK2 1017 protein_coding
TLCD3A 79850 protein_coding
GEMIN4 50628 protein_coding
CCN1 3491 protein_coding
GLOD4 51031 protein_coding
GLIPR1L1 256710 protein_coding
HHIPL2 79802 protein_coding
GLIPR1L2 144321 protein_coding
PRKCD 5580 protein_coding
TAF1A 9015 protein_coding
ZAP70 7535 protein_coding
GLIPR1 11010 protein_coding
MRM3 55178 protein_coding
TIGD1 200765 protein_coding
MIA3 375056 protein_coding
PKP4 8502 protein_coding
KRR1 11103 protein_coding
RFFL 117584 protein_coding
OR6C4 341418 protein_coding
LMNTD1 160492 protein_coding
FNDC8 54752 protein_coding
AIDA 64853 protein_coding
NLE1 54475 protein_coding
HTRA2 27429 protein_coding
TKT 7086 protein_coding
BROX 148362 protein_coding
CFAP36 112942 protein_coding
ERBB3 2065 protein_coding
UNC45B 146862 protein_coding
FAM177B 400823 protein_coding
DCP1A 55802 protein_coding
TLR5 7100 protein_coding
ERMAP 114625 protein_coding
UGP2 7360 protein_coding
CHDH 55349 protein_coding
IL17RB 55540 protein_coding
SLC35G3 146861 protein_coding
SLFN5 162394 protein_coding
ZNF691 51058 protein_coding
ACTR8 93973 protein_coding
TRHDE 29953 protein_coding
RAD51D 5892 protein_coding
DISP1 84976 protein_coding
SELENOK 58515 protein_coding
CACNA1D 776 protein_coding
GORAB 92344 protein_coding
ABCC9 10060 protein_coding
HSD3B1 3283 protein_coding
ZNF697 90874 protein_coding
HMGCS2 3158 protein_coding
REG4 83998 protein_coding
